postgres-1  | 2025-10-21 05:09:20.786 UTC [15685] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:27.397 UTC [16671] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:27.397 UTC [16671] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:28.399 UTC [16672] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:28.399 UTC [16672] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:29.319 UTC [16680] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:29.319 UTC [16680] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:30.536 UTC [16681] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:30.536 UTC [16681] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:31.547 UTC [16682] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:31.547 UTC [16682] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:32.592 UTC [16684] FATAL:  password authentication failed for user "ubuntu"
postgres-1  | 2025-10-21 05:16:32.592 UTC [16684] DETAIL:  Role "ubuntu" does not exist.
postgres-1  |   Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:32.680 UTC [16683] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:32.680 UTC [16683] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:33.841 UTC [16692] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:33.841 UTC [16692] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:35.191 UTC [16693] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:35.191 UTC [16693] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:36.190 UTC [16694] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:36.190 UTC [16694] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:37.288 UTC [16695] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:37.288 UTC [16695] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:38.730 UTC [16702] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:38.730 UTC [16702] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:40.072 UTC [16704] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:40.072 UTC [16704] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:41.167 UTC [16705] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:41.167 UTC [16705] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:42.088 UTC [16706] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:42.088 UTC [16706] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:43.316 UTC [16707] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:43.316 UTC [16707] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:44.407 UTC [16715] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:44.407 UTC [16715] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:45.425 UTC [16716] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:45.425 UTC [16716] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:46.528 UTC [16717] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:46.528 UTC [16717] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:47.409 UTC [16718] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:47.409 UTC [16718] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:48.618 UTC [16719] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:48.618 UTC [16719] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:49.672 UTC [16727] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:49.672 UTC [16727] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:50.925 UTC [16728] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:50.925 UTC [16728] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:52.408 UTC [16729] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:52.408 UTC [16729] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:53.541 UTC [16730] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:53.541 UTC [16730] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:54.564 UTC [16738] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:54.564 UTC [16738] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:55.446 UTC [16739] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:55.446 UTC [16739] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:56.859 UTC [16740] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:56.859 UTC [16740] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:57.816 UTC [16741] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:57.816 UTC [16741] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:58.579 UTC [16742] FATAL:  password authentication failed for user "postgre"
postgres-1  | 2025-10-21 05:16:58.579 UTC [16742] DETAIL:  Role "postgre" does not exist.
postgres-1  |   Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:58.709 UTC [16743] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:58.709 UTC [16743] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:00.069 UTC [16751] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:00.069 UTC [16751] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:01.022 UTC [16752] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:01.022 UTC [16752] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:02.399 UTC [16753] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:02.399 UTC [16753] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:03.831 UTC [16754] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:03.831 UTC [16754] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:04.935 UTC [16762] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:04.935 UTC [16762] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:06.697 UTC [16763] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:06.697 UTC [16763] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:07.806 UTC [16764] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:07.806 UTC [16764] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:08.752 UTC [16765] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:08.752 UTC [16765] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:09.602 UTC [16773] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:09.602 UTC [16773] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:10.494 UTC [16774] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:10.494 UTC [16774] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:11.362 UTC [16775] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:11.362 UTC [16775] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:12.224 UTC [16776] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:12.224 UTC [16776] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:13.186 UTC [16777] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:13.186 UTC [16777] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:14.280 UTC [16779] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:14.280 UTC [16779] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:15.764 UTC [16787] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:15.764 UTC [16787] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:16.825 UTC [16788] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:16.825 UTC [16788] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:17.916 UTC [16789] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:17.916 UTC [16789] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:19.179 UTC [16790] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:19.179 UTC [16790] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:20.340 UTC [16798] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:20.340 UTC [16798] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:21.295 UTC [16799] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:21.295 UTC [16799] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:22.369 UTC [16800] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:22.369 UTC [16800] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:23.633 UTC [16801] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:23.633 UTC [16801] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:24.747 UTC [16809] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:24.747 UTC [16809] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:25.658 UTC [16810] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:25.658 UTC [16810] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:26.810 UTC [16811] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:26.810 UTC [16811] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:27.686 UTC [16812] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:27.686 UTC [16812] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:29.141 UTC [16813] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:29.141 UTC [16813] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:30.501 UTC [16821] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:30.501 UTC [16821] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:31.521 UTC [16822] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:31.521 UTC [16822] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:32.775 UTC [16823] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:32.775 UTC [16823] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:33.938 UTC [16824] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:33.938 UTC [16824] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:34.888 UTC [16832] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:34.888 UTC [16832] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:36.494 UTC [16833] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:36.494 UTC [16833] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:37.467 UTC [16834] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:37.467 UTC [16834] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:17:38.404 UTC [16835] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:17:38.404 UTC [16835] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
